Data,GŁOGÓW (151160060) Stan wody [cm],RACIBÓRZ-MIEDONIA (150180060) Stan wody [cm],BARDO ŚLĄSKIE (250160410) Suma opadów [mm],BIERUTÓW (251170270) Suma opadów [mm],BOLESŁAWÓW (250160610) Suma opadów [mm],BOLKÓW (250160030) Suma opadów [mm],BORÓW (250160070) Suma opadów [mm],BRZEG (250170050) Suma opadów [mm],BRZEG DOLNY (251160230) Suma opadów [mm],CHWAŁKOWICE (251160170) Suma opadów [mm],CIESZYN (249180130) Suma opadów [mm],CIESZYN (249180550) Suma opadów [mm],DŁUGOPOLE-ZDRÓJ (250160590) Suma opadów [mm],DOBROGOSZCZ (250170110) Suma opadów [mm],DZIERŻONIÓW (250160260) Suma opadów [mm],DZIEWIĘTLICE (250170290) Suma opadów [mm],GŁOGÓW (251160080) Suma opadów [mm],GŁUBCZYCE (250170390) Suma opadów [mm],GŁUCHOŁAZY (250170330) Suma opadów [mm],GOŚCIEJOWICE (250170760) Suma opadów [mm],GRABOWNICA (251170150) Suma opadów [mm],ISTEBNA-STECÓWKA (249180280) Suma opadów [mm],ISTEBNA-WIEŚ (249180290) Suma opadów [mm],JARNOŁTÓWEK (250170340) Suma opadów [mm],JAWOR (251160290) Suma opadów [mm],JEDLINA-ZDRÓJ (250160220) Suma opadów [mm],JELCZ-LASKOWICE (251170320) Suma opadów [mm],KACZORÓW (250150110) Suma opadów [mm],KAMIENICA (250160620) Suma opadów [mm],KĄTY WROCŁAWSKIE (251160310) Suma opadów [mm],KŁODZKO (350160520) Suma opadów [mm],KOPICE (250170730) Suma opadów [mm],KORFANTÓW II (250170750) Suma opadów [mm],KRUPSKI MŁYN (250180190) Suma opadów [mm],KUDOWA-ZDRÓJ (250160450) Suma opadów [mm],LĄDEK-ZDRÓJ (250160520) Suma opadów [mm],LEGNICA (351160415) Suma opadów [mm],LESZNO (351160418) Suma opadów [mm],LEWIN KŁODZKI (250160470) Suma opadów [mm],LIGOTA GÓRNA (250180230) Suma opadów [mm],LUBACHÓW (250160170) Suma opadów [mm],LUBIN (251160190) Suma opadów [mm],LUBOMIN (250160120) Suma opadów [mm],ŁABĘDY (250180330) Suma opadów [mm],ŁANY (251170420) Suma opadów [mm],MIĘDZYGÓRZE (250160630) Suma opadów [mm],MIĘDZYLESIE (250160650) Suma opadów [mm],MILICZ (251170140) Suma opadów [mm],MŁOTY (250160540) Suma opadów [mm],NAMYSŁÓW (251170290) Suma opadów [mm],NYSA (250170230) Suma opadów [mm],OBORNIKI ŚLĄSKIE (251160220) Suma opadów [mm],ODOLANÓW (251170130) Suma opadów [mm],OŁDRZYCHOWICE KŁODZKIE (250160510) Suma opadów [mm],OPOLE (350170530) Suma opadów [mm],OSETNO (251160110) Suma opadów [mm],OSTROSZOWICE (250160320) Suma opadów [mm],OSTRZESZÓW II (251170430) Suma opadów [mm],OTMUCHÓW (250170250) Suma opadów [mm],PACZKÓW (250170220) Suma opadów [mm],POLANICA-ZDRÓJ (250160490) Suma opadów [mm],POLKOWICE DOLNE (251160150) Suma opadów [mm],PRUDNIK (250170530) Suma opadów [mm],PRZEWORNO (250170120) Suma opadów [mm],PSZENNO (250160090) Suma opadów [mm],RACIBÓRZ (350180540) Suma opadów [mm],RACŁAWICE ŚLĄSKIE (250170540) Suma opadów [mm],ROŻNÓW (251180230) Suma opadów [mm],RUDNA (251160140) Suma opadów [mm],RYBNIK (250180510) Suma opadów [mm],SŁOSZÓW (250160480) Suma opadów [mm],SMOLICE (251170090) Suma opadów [mm],SREBRNA GÓRA (250160350) Suma opadów [mm],STARE OLESNO (250180030) Suma opadów [mm],STRONIE ŚLĄSKIE (250160560) Suma opadów [mm],STRZELIN (250170090) Suma opadów [mm],SUKOWICE (250180380) Suma opadów [mm],SZALEJÓW GÓRNY (250160840) Suma opadów [mm],SZCZAWNO-ZDRÓJ (250160130) Suma opadów [mm],ŚWIERZAWA (251150360) Suma opadów [mm],TARNÓW (250160360) Suma opadów [mm],TRZEBNICA (251170210) Suma opadów [mm],TWARDOCICE (251150280) Suma opadów [mm],WALIM (250160270) Suma opadów [mm],WROCŁAW-STRACHOWICE (351160424) Suma opadów [mm],ZIELENIEC (250160530) Suma opadów [mm],ZIELINA (250170280) Suma opadów [mm],ŹRÓDŁA (251160370) Suma opadów [mm],średnia Suma opadów [mm],mediana Suma opadów [mm],std Suma opadów [mm],min Suma opadów [mm],max Suma opadów [mm]
2012-01-27,334.0,173.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2012-01-28,322.0,155.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2012-01-29,309.0,160.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2012-01-30,312.0,148.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2012-01-31,289.0,139.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.1,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.003448275862068966,0.0,0.018096744373015325,0.018043815468435392,0.017988662304881668
2012-02-01,275.0,136.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.1,,0.0,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.012280701754385965,0.0,0.05894938919432862,0.05876015338187378,0.05856412790054251
2012-02-02,248.0,179.0,0.1,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.003448275862068966,0.0,0.018096744373015325,0.018043815468435392,0.017988662304881668
2012-02-03,234.0,245.0,0.3,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.1,0.0,0.0,0.0,0.0,,0.006896551724137932,0.0,0.040607286026728084,0.04049970544165566,0.040386585220071915
2012-02-04,231.0,232.0,0.4,,0.0,1.1,0.0,,0.2,0.7,0.3,,0.2,0.0,,0.0,0.3,0.0,0.0,,0.0,0.9,0.1,0.0,1.2,0.5,0.0,0.6,0.0,,0.2,,,0.0,0.0,0.0,0.9,0.7,0.0,0.0,0.5,1.0,1.0,0.5,,0.1,0.0,,0.0,0.0,0.0,,,0.1,0.0,0.6,0.2,,0.0,,,0.4,0.0,,0.0,0.0,0.0,,1.0,,0.2,0.0,0.2,0.0,0.0,0.0,0.0,,0.3,0.6,0.4,,0.3,0.8,0.0,0.1,0.0,,0.25538461538461543,0.1,0.3398841023378509,0.33750237221810514,0.33516109875387406
2012-02-05,219.0,232.0,0.0,,0.0,0.2,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.3,0.0,,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.3,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,,0.0,0.2,,0.0,0.0,0.0,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2,0.0,0.0,,0.4,0.0,0.0,0.0,0.1,,0.046031746031746035,0.0,0.09989011613988676,0.09934606601010645,0.09880453650499398
2012-02-06,223.0,224.0,1.3,0.3,1.0,0.3,0.6,0.8,0.1,0.0,0.4,,0.5,1.1,0.8,1.1,0.0,1.2,1.7,,0.0,0.6,0.1,2.1,0.0,0.6,0.4,0.3,1.6,0.3,0.3,,,0.3,0.2,2.3,0.1,0.0,0.6,0.0,0.9,0.0,0.6,0.0,,0.1,0.5,0.3,0.9,0.3,1.8,0.4,0.0,1.1,0.0,0.0,1.0,,1.6,1.6,0.5,0.0,1.6,1.1,0.6,0.1,2.0,0.2,,0.2,0.5,0.0,0.6,0.3,1.0,1.2,0.0,,0.4,0.2,0.3,,0.1,0.7,0.1,1.0,0.6,,0.5973684210526318,0.4,0.5747718752870732,0.571080017279428,0.5674601603465408
2012-02-07,227.0,222.0,0.6,0.0,0.8,0.7,0.0,0.0,0.0,0.0,0.0,,0.5,0.1,1.9,0.7,0.0,0.0,0.9,,0.0,0.4,0.1,1.0,0.2,0.7,0.0,0.7,2.1,0.0,0.4,,,0.1,0.3,1.1,0.0,0.0,0.2,0.5,0.9,0.0,0.7,0.0,,0.4,0.3,,0.5,0.2,0.5,0.0,0.0,1.0,0.0,0.0,1.2,,0.7,0.4,0.5,0.0,0.2,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.3,0.0,0.6,0.4,0.3,,0.6,0.8,0.6,,0.7,1.7,0.0,0.4,0.0,,0.3853333333333333,0.3,0.45103760311060703,0.44816306975014253,0.44533751889340706
2012-02-08,223.0,219.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,0.0,0.1,1.8,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,,0.0,0.0,,0.0,0.0,0.1,0.0,,0.0,0.0,0.0,0.1,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,0.2,0.2,0.0,,0.0,0.4,0.0,0.1,0.0,,0.058571428571428566,0.0,0.2211761170571438,0.220466039859408,0.21974400614571818
2012-02-09,224.0,226.0,1.7,0.3,1.4,3.7,0.6,0.5,1.8,1.8,2.1,,0.6,1.1,0.0,1.7,1.6,2.6,2.9,,0.1,3.3,2.4,4.2,3.0,3.0,0.2,4.1,2.7,1.3,0.9,,,0.9,6.0,3.5,2.0,0.8,0.0,1.1,2.6,1.8,3.4,1.1,,1.2,0.3,0.8,0.9,0.0,1.6,1.4,0.1,1.6,0.8,1.4,2.2,,1.5,1.8,1.0,2.3,2.7,1.4,1.8,1.3,2.4,0.5,1.8,1.6,1.4,0.6,1.3,0.6,2.6,0.0,1.7,,2.4,3.0,1.2,0.2,3.1,3.3,0.6,1.1,1.2,,1.6602564102564104,1.5,1.1419068881899694,1.136196934714939,1.1305967094642806
2012-02-10,223.0,225.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.2,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,,0.014473684210526317,0.0,0.0447628308769942,0.04460693017343501,0.04444987060873423
2012-02-11,221.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2012-02-12,220.0,212.0,0.0,0.1,0.0,0.1,0.0,0.0,0.2,0.2,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,,0.0,0.1,0.0,0.2,0.4,0.0,0.0,0.1,0.7,0.1,0.0,,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.1,,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,,0.1,0.2,0.0,,0.3,0.0,0.0,0.1,0.0,,0.1285714285714286,0.0,0.3791600741235528,0.3778064945088453,0.3764452927274662
2012-02-13,222.0,209.0,0.0,0.2,0.0,0.6,0.9,0.5,0.0,0.1,0.0,,0.1,0.1,0.8,0.4,0.1,0.0,0.2,,1.2,0.2,0.0,0.3,1.1,0.0,0.3,0.8,0.2,0.6,0.0,,,0.2,1.7,0.0,0.6,0.0,0.8,0.0,0.3,0.3,0.6,0.9,,0.0,0.3,0.4,0.3,0.0,0.3,0.6,0.4,0.0,0.0,0.1,0.2,,0.0,0.2,0.4,0.1,0.3,0.0,0.0,0.0,0.3,1.1,,0.0,0.6,0.3,0.0,0.5,0.1,0.4,0.0,,0.4,0.8,0.0,,1.1,0.4,0.1,0.9,0.1,,0.3263157894736842,0.2,0.3589870225151408,0.3566992647221048,0.35445205778555444
2012-02-14,216.0,209.0,0.4,6.5,2.5,5.8,0.2,2.0,3.8,4.5,2.3,,6.9,0.1,8.5,0.2,2.4,0.0,0.0,,5.0,2.7,3.1,0.0,2.5,1.6,2.4,2.6,0.2,2.0,0.1,,,1.5,7.6,0.0,0.5,5.0,7.8,3.5,1.9,4.5,2.6,1.0,,7.4,12.3,5.5,7.9,3.4,0.1,7.8,7.9,1.8,0.9,3.0,6.0,,0.0,0.1,1.9,5.9,0.0,0.5,0.0,0.0,2.1,7.7,3.0,0.5,3.5,4.0,1.5,4.1,1.0,1.4,0.0,,1.3,2.5,1.3,4.8,2.2,3.1,0.4,12.0,0.0,,2.987179487179487,2.4,2.8669386696130013,2.8489915732959172,2.8313866794837432
2012-02-15,224.0,207.0,10.8,5.7,10.0,14.5,10.9,7.3,7.6,10.2,13.2,,12.6,12.8,8.8,3.0,0.4,3.8,8.2,,2.2,34.8,16.2,10.1,4.0,12.0,2.9,4.9,15.1,6.1,5.7,,,16.5,7.9,16.4,1.3,1.2,8.0,16.5,15.2,1.0,22.5,15.5,,18.4,14.0,1.9,15.4,4.4,5.1,7.0,11.3,9.7,7.7,1.7,12.9,,8.8,8.0,17.0,1.1,5.7,8.7,7.6,3.4,8.1,4.7,1.0,14.4,10.6,2.8,13.7,11.5,14.5,8.2,9.6,,6.6,6.9,5.8,1.6,5.3,17.8,3.1,8.8,2.5,,9.014102564102561,8.2,5.861166952571142,5.834877852562662,5.8090424715362206
2012-02-16,225.0,211.0,2.7,2.2,3.5,7.2,5.9,2.3,7.7,6.9,3.0,,3.6,4.8,3.5,1.6,3.5,1.7,3.6,,2.8,9.1,5.2,5.7,3.1,3.3,3.8,3.8,3.8,6.9,2.6,,,1.5,2.0,5.1,3.9,5.2,2.5,3.5,7.3,4.9,7.8,2.8,,4.4,2.5,0.2,1.5,1.4,3.8,5.8,0.8,1.9,1.0,5.2,4.6,,4.2,2.9,1.5,5.6,3.0,6.6,6.8,0.9,4.8,4.4,4.0,1.7,2.5,2.6,2.3,1.7,4.4,7.0,2.2,,2.1,3.0,1.8,1.6,4.3,6.5,6.1,3.5,2.2,,3.7641025641025645,3.5,1.9291513365536046,1.9278287266977765,1.9262940864259643
2012-02-17,223.0,213.0,1.7,4.1,3.5,3.3,2.1,6.8,1.3,1.2,12.0,,1.6,2.5,3.5,1.2,0.8,3.4,3.9,,1.8,19.8,16.4,4.5,1.8,1.5,2.5,1.8,1.0,1.5,2.4,,,5.5,4.8,5.7,2.0,1.9,4.0,3.8,3.0,0.9,3.4,3.7,,5.1,1.2,4.6,1.9,1.1,2.3,2.8,0.5,2.1,3.6,1.4,2.0,,2.7,0.7,1.5,0.8,3.1,3.9,5.2,5.7,1.2,2.5,,5.9,3.0,3.4,1.9,4.5,4.9,1.0,5.0,,0.8,0.5,1.7,1.5,2.5,3.1,2.1,8.0,3.9,,3.327272727272727,2.5,3.0670466133038863,3.047701025854947,3.0287371807177736
2012-02-18,212.0,211.0,0.1,0.7,0.0,0.3,0.4,0.0,2.4,1.8,0.0,,2.0,1.4,0.0,0.0,0.8,0.0,0.0,,1.0,0.0,0.2,0.0,0.2,0.4,0.0,0.8,0.8,1.6,0.0,,,0.0,2.9,0.0,0.5,1.9,10.8,0.0,1.0,1.9,0.5,0.0,,0.6,1.3,1.0,2.8,0.9,0.0,2.5,1.0,0.0,0.0,1.8,0.4,,0.0,0.0,0.6,1.5,0.0,0.0,0.6,0.1,0.0,0.0,1.0,0.0,3.2,2.5,1.7,0.0,0.0,1.4,0.0,,2.1,0.5,0.0,0.4,0.2,0.6,1.0,8.3,0.0,,0.9282051282051282,0.4,1.6344916054986263,1.6261741851863103,1.6179303630996449
2012-02-19,218.0,215.0,1.3,5.5,2.2,1.3,1.3,2.1,3.7,2.6,6.0,,4.2,1.6,0.0,0.4,1.2,1.2,1.4,,3.1,4.3,3.6,1.8,1.2,2.4,3.4,2.6,6.4,4.8,0.6,,,1.6,6.8,0.6,1.7,3.9,5.0,1.8,0.9,,0.8,3.1,,1.5,3.5,5.3,6.6,3.2,1.5,6.5,3.0,1.4,2.4,2.6,1.6,,0.2,0.0,0.1,2.1,1.8,,0.0,1.4,1.1,2.8,2.2,3.8,5.2,3.6,1.3,1.8,0.8,0.7,2.0,,0.0,2.4,0.3,5.7,3.5,3.1,4.0,12.7,1.4,,2.6249999999999996,2.1,2.0950609554599855,2.0824199221064075,2.070043883501156
2012-02-20,234.0,220.0,0.0,,0.0,0.2,,0.7,0.1,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.3,0.5,0.4,0.0,,0.0,0.2,0.2,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,0.3,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.3,0.0,,0.05483870967741935,0.0,0.1343123983664737,0.13363092840687954,0.13294983863431548
2012-02-21,265.0,213.0,0.2,2.1,0.0,0.1,0.4,,0.3,1.4,0.0,,0.0,0.8,0.5,0.0,0.0,0.0,0.0,,0.5,0.2,0.1,0.0,0.4,0.0,2.4,1.4,0.0,0.9,0.0,,,0.8,0.0,0.0,0.1,1.5,0.0,0.5,0.2,2.0,0.3,0.1,,0.1,0.1,0.6,0.0,1.0,,0.7,1.0,0.0,0.1,1.0,0.2,,0.0,,0.1,1.2,0.1,,0.0,0.0,0.5,0.4,0.2,0.0,0.0,1.4,0.0,1.0,0.0,0.3,0.0,,0.6,0.7,0.4,,0.9,0.5,0.6,0.2,0.3,,0.4301369863013699,0.2,0.5430887077114676,0.5396201017342583,0.5362075101079081
2012-02-22,264.0,204.0,0.0,0.5,0.0,0.4,0.0,,0.5,0.6,0.0,,0.0,0.1,,,0.2,0.0,0.0,,0.9,0.5,0.0,0.0,0.1,0.2,0.2,2.2,0.2,0.0,0.4,,,1.3,0.7,1.2,0.0,0.5,0.3,0.0,0.0,,1.1,0.1,,0.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.0,,0.0,,0.0,0.5,0.2,,0.0,0.0,0.4,0.1,,0.0,0.2,0.4,0.0,0.3,0.0,0.1,0.0,,0.1,0.4,0.0,0.4,0.3,0.4,0.2,0.1,,,0.2714285714285714,0.1,0.3927482929503408,0.39027997388168156,0.38784662217056576
2012-02-23,263.0,210.0,0.3,1.1,0.0,0.1,0.0,0.8,0.1,0.0,1.3,,0.0,0.0,,0.0,,0.0,0.7,,0.3,6.5,7.3,0.5,,0.6,0.5,0.4,0.1,0.3,0.0,,,1.7,0.9,0.2,0.3,0.6,0.3,1.7,0.0,0.0,1.4,1.0,,0.0,0.4,0.7,0.4,1.3,,0.9,1.7,0.2,1.6,0.4,0.3,,0.3,,0.0,1.1,0.0,,0.0,0.1,,2.9,1.0,0.6,0.2,0.5,1.7,1.9,0.0,0.1,0.0,,0.8,0.4,0.0,0.3,0.4,2.2,0.2,3.0,0.5,,0.776056338028169,0.4,1.2388882611824157,1.2315755905717292,1.2243503749460973
2012-02-24,268.0,212.0,2.0,2.5,1.0,3.1,0.3,2.1,1.7,0.0,6.5,,0.0,1.4,2.0,0.5,2.9,0.3,0.4,,6.8,16.0,19.7,0.5,2.3,3.2,2.5,4.5,2.0,0.5,0.5,,,5.0,2.1,0.4,1.0,6.3,1.1,4.4,1.3,1.6,4.7,1.5,,0.3,3.0,5.0,0.8,0.9,2.0,5.0,6.0,0.5,0.7,2.9,2.0,,1.7,,0.9,3.1,0.8,5.4,1.5,0.0,,3.6,1.7,1.4,2.0,3.0,5.7,2.7,0.0,1.0,0.0,,1.7,4.5,0.0,3.5,4.3,3.1,1.1,7.3,0.7,,2.6894736842105265,2.0,3.10374900739689,3.0841564077286225,3.06489757184833
2012-02-25,273.0,323.0,0.8,2.9,0.2,3.2,0.5,1.8,2.2,2.5,0.2,,0.7,0.5,1.4,1.8,3.0,0.0,0.6,,1.0,3.9,2.2,1.9,1.1,1.5,3.4,0.3,0.1,0.7,0.1,,,1.5,0.6,1.6,0.2,2.0,0.0,1.0,0.2,2.8,2.4,1.2,,0.9,0.1,1.3,0.6,2.6,0.7,4.4,0.4,0.0,4.7,3.5,1.0,,0.4,,1.5,0.8,0.5,1.6,0.4,0.4,0.4,,3.7,0.9,0.7,1.4,0.4,1.6,2.8,0.6,0.3,,1.7,3.8,0.0,2.5,1.3,1.2,1.4,1.8,0.5,,1.3789473684210527,1.1,1.1499470899108255,1.1428333132812134,1.1358674711577448
2012-02-26,301.0,319.0,,,1.2,1.5,0.1,0.0,,0.0,0.5,,2.2,0.0,,0.0,,2.2,0.0,,0.0,1.3,1.6,0.7,,2.5,0.0,0.4,0.2,,0.2,,,0.3,0.5,2.0,0.0,0.0,0.3,,0.2,0.0,3.2,,,2.6,2.0,,1.9,0.0,0.0,,,0.5,0.0,,0.8,,0.0,0.0,2.4,0.0,0.8,0.2,0.0,0.2,,,,0.3,0.3,0.0,0.0,0.0,0.0,0.5,0.0,,2.1,0.8,1.8,,1.1,1.3,0.0,0.5,0.6,,0.6852459016393442,0.3,0.8523476113160533,0.8458330650006574,0.8394454639846998
2012-02-27,350.0,265.0,1.0,0.5,2.7,5.0,2.4,2.0,4.3,4.2,0.0,,0.8,1.5,3.4,0.9,2.1,0.8,0.4,,1.0,0.3,0.1,1.2,4.0,3.5,1.1,3.9,3.0,3.3,1.4,,,,2.4,3.1,3.2,1.9,2.0,,4.3,3.2,5.1,,,2.4,0.9,0.9,1.0,0.0,2.5,3.8,0.2,1.5,0.0,3.7,1.5,,1.3,4.0,1.5,3.3,1.1,3.8,3.4,0.0,2.3,,2.7,0.0,2.3,0.4,2.0,0.0,0.0,2.5,0.0,,4.0,2.8,1.0,1.0,4.2,3.2,3.2,2.8,0.5,,2.05,2.0,1.42177104160158,1.4141958737507865,1.4067752640382432
2012-02-28,394.0,226.0,6.8,12.5,25.0,14.3,11.7,13.5,12.8,14.3,12.2,,4.2,12.8,4.5,5.3,9.9,12.2,13.7,,9.9,26.2,21.8,16.0,5.6,14.8,11.6,7.3,33.6,9.9,7.1,,,9.3,9.5,20.2,9.0,9.9,11.8,13.0,11.5,11.0,6.7,9.8,,42.8,6.9,12.7,5.2,8.3,7.2,10.3,8.1,10.4,11.7,10.5,5.2,,9.7,6.4,9.1,12.6,14.2,15.3,10.4,9.7,9.4,9.4,7.8,10.8,9.5,12.4,12.5,9.4,24.3,12.2,13.5,,5.1,14.0,8.2,12.9,19.3,13.5,12.4,14.8,9.9,,12.04102564102564,11.0,6.084925246989091,6.082724659434021,6.079739748210679
